,Initial Rule Trees
1206,"G[?,?]((->Temp >= ?O2Sat <= ?) | BaseExcess >= ?)"
1207,"G[?,?]((->Lactate <= ?HR >= ?) | Chloride <= ?)"
1208,"G[?,?]((|pH <= ?Temp >= ?) | (Temp >= ? -> SBP <= ?))"
1209,"G[?,?](AST >= ? -> Potassium <= ?)"
1210,"G[?,?](Glucose <= ? | Resp <= ?)"
1211,"G[?,?]((&O2Sat >= ?Temp <= ?) | Creatinine >= ?)"
1212,"G[?,?]((|HR <= ?SBP >= ?) | BaseExcess <= ?)"
1213,"G[?,?]((&O2Sat <= ?O2Sat >= ?) | Potassium <= ?)"
1214,"G[?,?]((|Temp >= ?HR <= ?) | (O2Sat >= ? | TroponinI >= ?))"
1215,"G[?,?]((->Lactate <= ?Temp <= ?) | (Temp <= ? & O2Sat <= ?))"
1216,"G[?,?](Bilirubin_direct >= ? -> PaCO2 <= ?)"
1217,"G[?,?]((->Hgb >= ?HR >= ?) | PaCO2 >= ?)"
1218,"G[?,?](PTT >= ? | (HR <= ? | HR <= ?))"
1219,"(Chloride >= ?) U[?,?] (Platelets >= ?)"
1220,"G[?,?]((|pH <= ?HR <= ?) | (HR >= ? | HR <= ?))"
1221,"G[?,?](Bilirubin_total <= ? -> Magnesium <= ?)"
1222,"G[?,?]((->Lactate <= ?O2Sat <= ?) | (Platelets <= ? -> HR <= ?))"
1223,"G[?,?]((&Temp <= ?Temp <= ?) | FiO2 <= ?)"
1224,"G[?,?](Alkalinephos >= ? | (O2Sat <= ? -> Temp <= ?))"
1225,"G[?,?]((->Temp <= ?O2Sat <= ?) | (SBP <= ? -> SBP <= ?))"
1226,"G[?,?]((|Temp <= ?HR >= ?) | (O2Sat >= ? -> HR <= ?))"
1227,"G[?,?](Fibrinogen <= ? | (SBP >= ? -> SBP >= ?))"
1228,"G[?,?](Temp <= ? -> BaseExcess >= ?)"
1229,"G[?,?]((|O2Sat >= ?SBP <= ?) | (SBP <= ? -> SBP <= ?))"
1230,"G[?,?]((|SBP <= ?MAP >= ?) | PaCO2 >= ?)"
1231,"G[?,?]((&Potassium >= ?O2Sat <= ?) -> Phosphate >= ?)"
1232,"G[?,?]((->Temp >= ?SBP <= ?) | SaO2 >= ?)"
1233,"G[?,?]((->O2Sat <= ?MAP <= ?) | (HR <= ? | Temp <= ?))"
1234,"G[?,?](Calcium >= ? | Glucose <= ?)"
1235,"G[?,?](HR >= ? -> Hgb >= ?)"
1236,"G[?,?](Chloride <= ? -> PTT >= ?)"
1237,"G[?,?]((|SBP <= ?SBP >= ?) | (Temp <= ? -> Temp >= ?))"
1238,"G[?,?](Phosphate <= ? | (Temp <= ? -> SBP >= ?))"
1239,"G[?,?]((->HR <= ?MAP <= ?) | (HR <= ? | HR >= ?))"
1240,"G[?,?](Bilirubin_total <= ? | (O2Sat >= ? | HR <= ?))"
1241,"G[?,?](Chloride <= ? | Phosphate >= ?)"
1242,"G[?,?]((->O2Sat >= ?SBP >= ?) | DBP >= ?)"
1243,"G[?,?](Resp <= ? -> TroponinI <= ?)"
1244,"G[?,?]((->Temp >= ?HR >= ?) | Fibrinogen >= ?)"
1245,"G[?,?]((->Hgb >= ?SBP >= ?) | (SBP <= ? -> O2Sat <= ?))"
1246,"G[?,?]((|Temp <= ?HR <= ?) | Bilirubin_direct <= ?)"
1247,"G[?,?]((->SBP <= ?SBP <= ?) | (SBP <= ? -> O2Sat >= ?))"
1248,"G[?,?]((->Lactate <= ?O2Sat <= ?) | Magnesium >= ?)"
1249,"G[?,?]((->HR <= ?HR >= ?) | MAP >= ?)"
1250,"G[?,?](AST <= ? -> (Temp >= ? & O2Sat >= ?))"
1251,"G[?,?]((->O2Sat >= ?SBP <= ?) | Lactate >= ?)"
1252,"G[?,?]((->Lactate <= ?SBP >= ?) | (Temp >= ? -> SBP >= ?))"
1253,"G[?,?]((&Temp >= ?Temp <= ?) -> PTT >= ?)"
1254,"G[?,?]((->Lactate <= ?MAP <= ?) | (Temp <= ? & Temp <= ?))"
1255,"G[?,?](Temp <= ? | (SBP <= ? -> Temp >= ?))"
1256,"G[?,?](MAP <= ? -> (O2Sat >= ? -> O2Sat <= ?))"
1257,"G[?,?]((|O2Sat >= ?MAP >= ?) | (Platelets <= ? -> HR <= ?))"
1258,"G[?,?]((|Temp <= ?SBP <= ?) | Glucose <= ?)"
1259,"G[?,?]((->O2Sat >= ?MAP <= ?) | (AST >= ? -> Temp <= ?))"
1260,"G[?,?]((->Hgb >= ?O2Sat <= ?) | (O2Sat <= ? -> SBP >= ?))"
1261,"G[?,?](Bilirubin_total >= ? | Fibrinogen <= ?)"
1262,"G[?,?](BaseExcess >= ? | Potassium >= ?)"
1263,"G[?,?]((|Temp <= ?Temp >= ?) | (O2Sat <= ? & O2Sat <= ?))"
1264,"G[?,?]((->Lactate <= ?MAP <= ?) | TroponinI <= ?)"
1265,"G[?,?](Bilirubin_total >= ? | (Temp >= ? -> Temp >= ?))"
1266,"G[?,?]((|Temp >= ?SBP <= ?) | HCO3 <= ?)"
1267,"G[?,?]((|O2Sat >= ?HR >= ?) | (O2Sat >= ? & Temp >= ?))"
1268,"G[?,?]((|SBP >= ?Temp <= ?) | (HR <= ? -> SBP <= ?))"
1269,"F[?,?](Alkalinephos >= ? & Hgb >= ?)"
1270,"G[?,?]((|HR <= ?HR >= ?) | (Temp <= ? -> Temp >= ?))"
1271,"G[?,?](FiO2 >= ? | PTT <= ?)"
1272,"G[?,?](pH >= ? | (SBP <= ? -> MAP <= ?))"
1273,"G[?,?]((|Temp <= ?WBC <= ?) | HR >= ?)"
1274,"G[?,?](Hct >= ? | Magnesium <= ?)"
1275,"G[?,?]((|Temp >= ?WBC <= ?) | Creatinine >= ?)"
1276,"G[?,?]((&Temp <= ?Temp <= ?) | (O2Sat >= ? -> SBP >= ?))"
1277,"G[?,?](Bilirubin_total >= ? | FiO2 <= ?)"
1278,"G[?,?]((->Temp >= ?O2Sat <= ?) | (Lactate <= ? & Temp >= ?))"
1279,"G[?,?]((|SBP <= ?WBC <= ?) | (HR <= ? -> Temp <= ?))"
1280,"G[?,?]((|Temp >= ?Temp <= ?) | (Temp <= ? & Temp <= ?))"
1281,"G[?,?](Creatinine <= ? -> Bilirubin_total >= ?)"
1282,"G[?,?](pH >= ? | BUN <= ?)"
1283,"G[?,?]((&Lactate <= ?O2Sat <= ?) | (O2Sat >= ? -> SBP >= ?))"
1284,"G[?,?]((|HR <= ?WBC <= ?) | (O2Sat <= ? & Temp <= ?))"
1285,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (O2Sat >= ? & O2Sat <= ?))"
1286,"G[?,?]((->HR <= ?HR <= ?) | Magnesium >= ?)"
1287,"G[?,?]((->Lactate <= ?SBP <= ?) | (Platelets <= ? -> O2Sat >= ?))"
1288,"G[?,?]((|Temp <= ?SBP >= ?) | (O2Sat <= ? -> SBP >= ?))"
1289,"G[?,?]((->HR <= ?SBP >= ?) | (Platelets <= ? -> O2Sat >= ?))"
1290,"G[?,?](pH <= ? -> Fibrinogen >= ?)"
1291,"F[?,?](Lactate >= ? & SBP >= ?)"
1292,"G[?,?]((|O2Sat >= ?O2Sat >= ?) | (O2Sat >= ? & Temp >= ?))"
1293,"G[?,?](EtCO2 >= ? -> (O2Sat <= ? & HR >= ?))"
1294,"G[?,?](PTT <= ? | TroponinI <= ?)"
1295,"G[?,?]((&SBP <= ?Temp <= ?) | (Temp >= ? -> Temp <= ?))"
1296,"G[?,?](Creatinine >= ? | (SBP <= ? | HR <= ?))"
1297,"G[?,?]((|O2Sat >= ?HR >= ?) | (HR <= ? -> SBP >= ?))"
1298,"G[?,?](PTT <= ? | (MAP <= ? | Temp >= ?))"
1299,"G[?,?](Potassium >= ? | (Platelets <= ? -> SBP <= ?))"
1300,"G[?,?](HR >= ? | (MAP <= ? | O2Sat >= ?))"
1301,"G[?,?]((|pH <= ?O2Sat >= ?) | (O2Sat >= ? -> MAP <= ?))"
1302,"G[?,?](TroponinI >= ? | (SBP <= ? | HR <= ?))"
1303,"G[?,?]((&Temp <= ?Temp <= ?) | Resp >= ?)"
1304,"G[?,?]((->Hgb >= ?O2Sat <= ?) | Phosphate <= ?)"
1305,"G[?,?](pH >= ? | (O2Sat <= ? -> Temp <= ?))"
1306,"G[?,?]((->O2Sat >= ?SBP <= ?) | Creatinine <= ?)"
1307,"G[?,?](Hgb >= ? | (O2Sat >= ? | O2Sat >= ?))"
1308,"G[?,?]((|SBP <= ?O2Sat >= ?) | (O2Sat <= ? -> SBP >= ?))"
1309,"G[?,?](AST <= ? | (MAP <= ? | TroponinI >= ?))"
1310,"G[?,?]((|Temp <= ?Temp >= ?) | Creatinine >= ?)"
1311,"G[?,?]((|O2Sat >= ?Temp >= ?) | (HR <= ? | Temp >= ?))"
1312,"G[?,?]((|Temp <= ?HR <= ?) | (O2Sat >= ? -> SBP <= ?))"
1313,"G[?,?]((->O2Sat <= ?O2Sat <= ?) | (Temp <= ? -> Temp <= ?))"
1314,"G[?,?]((->O2Sat <= ?MAP <= ?) | DBP <= ?)"
1315,"G[?,?](Fibrinogen <= ? | (HR <= ? | Temp >= ?))"
1316,"G[?,?]((&Potassium >= ?O2Sat <= ?) -> Lactate >= ?)"
1317,"G[?,?]((|HR <= ?SBP <= ?) | (SBP <= ? -> O2Sat <= ?))"
1318,"F[?,?](SaO2 >= ? & Creatinine >= ?)"
1319,"G[?,?]((|HR <= ?Temp >= ?) | (MAP <= ? | SBP <= ?))"
1320,"G[?,?](Creatinine <= ? | (O2Sat >= ? | HR >= ?))"
1321,"G[?,?]((->SBP <= ?HR >= ?) | WBC <= ?)"
1322,"G[?,?]((->Hgb >= ?Temp >= ?) | Hct <= ?)"
1323,"G[?,?]((->O2Sat >= ?O2Sat <= ?) | (SBP <= ? -> Temp >= ?))"
1324,"G[?,?]((->HR <= ?SBP <= ?) | FiO2 >= ?)"
1325,"G[?,?](Bilirubin_total >= ? | (HR <= ? -> O2Sat <= ?))"
1326,"G[?,?]((|pH <= ?SBP >= ?) | EtCO2 <= ?)"
1327,"G[?,?]((->Lactate <= ?MAP <= ?) | (HR >= ? | O2Sat >= ?))"
1328,"G[?,?](SBP <= ? | Resp >= ?)"
1329,"G[?,?]((->O2Sat >= ?HR >= ?) | (HR >= ? | HR >= ?))"
1330,"G[?,?]((->Temp >= ?HR <= ?) | (SBP >= ? -> O2Sat <= ?))"
1331,"G[?,?]((->SBP <= ?SBP <= ?) | Lactate >= ?)"
1332,"G[?,?]((->SBP <= ?Temp <= ?) | (O2Sat >= ? -> HR <= ?))"
1333,"G[?,?]((|SBP <= ?SBP >= ?) | (Platelets <= ? -> O2Sat >= ?))"
1334,"G[?,?]((->Temp >= ?Temp <= ?) | (SBP <= ? | Temp >= ?))"
1335,"G[?,?]((&SBP <= ?O2Sat >= ?) | (O2Sat <= ? -> SBP >= ?))"
1336,"G[?,?]((->O2Sat <= ?HR <= ?) | (AST >= ? -> SBP >= ?))"
1337,"(FiO2 <= ?) U[?,?] (Fibrinogen >= ?)"
1338,"G[?,?](Fibrinogen <= ? | (HR <= ? -> SBP <= ?))"
1339,"G[?,?]((->SBP <= ?MAP <= ?) | (O2Sat <= ? -> SBP >= ?))"
1340,"G[?,?]((->Hgb >= ?HR >= ?) | (O2Sat <= ? -> HR <= ?))"
1341,"F[?,?](Creatinine <= ? & Phosphate >= ?)"
1342,"G[?,?]((|SBP <= ?HR >= ?) | (O2Sat >= ? -> HR <= ?))"
1343,"G[?,?]((->Hgb >= ?SBP <= ?) | (MAP <= ? | TroponinI >= ?))"
1344,"G[?,?](Hgb >= ? | (HR >= ? -> SBP <= ?))"
1345,"G[?,?]((|Temp >= ?HR >= ?) | (O2Sat >= ? & Temp <= ?))"
1346,"G[?,?]((&O2Sat >= ?HR <= ?) | (O2Sat <= ? -> SBP <= ?))"
1347,"G[?,?]((|Temp <= ?WBC <= ?) | (O2Sat <= ? -> Temp >= ?))"
1348,"G[?,?]((->Lactate <= ?HR >= ?) | HR <= ?)"
1349,"G[?,?]((|HR <= ?HR <= ?) | (SBP <= ? | O2Sat >= ?))"
1350,"G[?,?](Phosphate >= ? | DBP <= ?)"
1351,"G[?,?](Potassium >= ? | Creatinine <= ?)"
1352,"G[?,?]((|pH <= ?Temp <= ?) | (O2Sat <= ? & O2Sat <= ?))"
1353,"G[?,?]((->Hgb >= ?O2Sat <= ?) | (HR <= ? | O2Sat >= ?))"
1354,"G[?,?]((|Temp >= ?Temp <= ?) | EtCO2 <= ?)"
1355,"G[?,?]((&SBP <= ?O2Sat <= ?) | (HR <= ? | HR >= ?))"
1356,"G[?,?](Magnesium >= ? | PaCO2 >= ?)"
1357,"G[?,?]((->SBP <= ?O2Sat <= ?) | (O2Sat >= ? -> Temp <= ?))"
1358,"G[?,?](Lactate >= ? | (O2Sat <= ? & Temp >= ?))"
1359,"G[?,?](Temp >= ? | (Temp <= ? & Temp <= ?))"
1360,"G[?,?](PaCO2 >= ? | Alkalinephos <= ?)"
1361,"G[?,?]((->HR <= ?HR >= ?) | Bilirubin_direct >= ?)"
1362,"G[?,?]((->Lactate <= ?SBP <= ?) | (HR >= ? | HR <= ?))"
1363,"G[?,?](DBP >= ? | Potassium <= ?)"
1364,"G[?,?]((&Temp >= ?O2Sat <= ?) -> (O2Sat >= ? & O2Sat <= ?))"
1365,"G[?,?]((|O2Sat >= ?Temp >= ?) | (O2Sat >= ? -> O2Sat >= ?))"
1366,"G[?,?](SaO2 >= ? | (HR <= ? & O2Sat <= ?))"
1367,"G[?,?]((|Temp >= ?Temp >= ?) | Bilirubin_total <= ?)"
1368,"G[?,?](SBP <= ? -> Phosphate >= ?)"
1369,"G[?,?]((|O2Sat >= ?Temp >= ?) | (SBP <= ? -> SBP >= ?))"
1370,"G[?,?]((&Lactate <= ?HR <= ?) | (Temp >= ? -> SBP >= ?))"
1371,"G[?,?]((|Temp >= ?HR >= ?) | Bilirubin_direct >= ?)"
1372,"G[?,?]((|SBP >= ?HR >= ?) | (HR <= ? & Temp <= ?))"
1373,"G[?,?]((|SBP >= ?SBP >= ?) | Fibrinogen >= ?)"
1374,"G[?,?](Bilirubin_direct >= ? -> Glucose >= ?)"
1375,"G[?,?]((|SBP >= ?Temp <= ?) | BUN >= ?)"
1376,"G[?,?]((->O2Sat <= ?MAP <= ?) | (HR <= ? & Temp <= ?))"
1377,"G[?,?]((&O2Sat <= ?HR <= ?) | Hgb >= ?)"
1378,"G[?,?](SepsisLabel <= ? -> Chloride >= ?)"
1379,"G[?,?]((->Lactate <= ?Temp <= ?) | (O2Sat >= ? | SBP <= ?))"
1380,"G[?,?]((&Temp >= ?Temp >= ?) -> FiO2 <= ?)"
1381,"G[?,?]((->Temp <= ?Temp >= ?) | DBP >= ?)"
1382,"G[?,?]((|HR <= ?HR >= ?) | (SBP <= ? | Temp >= ?))"
1383,"G[?,?]((->SBP <= ?SBP <= ?) | (AST >= ? -> O2Sat >= ?))"
1384,"G[?,?](O2Sat >= ? | Calcium <= ?)"
1385,"G[?,?]((->O2Sat <= ?MAP <= ?) | (SBP <= ? | Temp <= ?))"
1386,"G[?,?]((|HR <= ?HR >= ?) | (Platelets <= ? -> O2Sat >= ?))"
1387,"G[?,?](O2Sat <= ? -> (O2Sat <= ? & O2Sat <= ?))"
1388,"G[?,?]((|Temp >= ?HR >= ?) | (SBP <= ? | HR <= ?))"
1389,"G[?,?]((|HR <= ?Temp >= ?) | (HR <= ? & Temp >= ?))"
1390,"G[?,?](WBC >= ? | (O2Sat >= ? -> SBP <= ?))"
1391,"G[?,?]((|Temp >= ?SBP <= ?) | Platelets >= ?)"
1392,"G[?,?]((->Temp >= ?HR <= ?) | Glucose >= ?)"
1393,"G[?,?]((->Lactate <= ?O2Sat <= ?) | (MAP <= ? | Temp <= ?))"
1394,"G[?,?](SaO2 >= ? -> PTT <= ?)"
1395,"G[?,?](TroponinI <= ? -> Alkalinephos <= ?)"
1396,"G[?,?](SBP >= ? | (HR >= ? -> O2Sat >= ?))"
1397,"G[?,?]((->Lactate <= ?Temp <= ?) | (SBP <= ? -> Temp >= ?))"
1398,"G[?,?](Bilirubin_direct <= ? | Creatinine <= ?)"
1399,"G[?,?](O2Sat <= ? -> (O2Sat >= ? -> O2Sat <= ?))"
1400,"G[?,?]((->Hgb >= ?MAP <= ?) | BaseExcess >= ?)"
1401,"G[?,?](Platelets >= ? | (Temp <= ? -> HR <= ?))"
1402,"G[?,?](Resp >= ? | PTT <= ?)"
1403,"G[?,?]((->HR <= ?HR <= ?) | (O2Sat >= ? -> O2Sat >= ?))"
1404,"G[?,?]((->Temp >= ?MAP <= ?) | HCO3 >= ?)"
1405,"G[?,?](TroponinI <= ? | (AST >= ? -> Temp >= ?))"
1406,"G[?,?](Creatinine >= ? | MAP <= ?)"
1407,"G[?,?](BaseExcess >= ? -> AST <= ?)"
1408,"G[?,?]((->Lactate <= ?MAP <= ?) | HR >= ?)"
1409,"G[?,?](Bilirubin_total <= ? -> WBC <= ?)"
1410,"G[?,?]((->Lactate <= ?Temp <= ?) | SBP >= ?)"
1411,"G[?,?](EtCO2 <= ? | SaO2 <= ?)"
1412,"G[?,?]((|O2Sat >= ?Temp <= ?) | AST >= ?)"
1413,"G[?,?](Hgb >= ? | SepsisLabel >= ?)"
1414,"G[?,?]((->Temp <= ?Temp <= ?) | O2Sat <= ?)"
1415,"G[?,?]((|O2Sat >= ?WBC <= ?) | pH >= ?)"
1416,"G[?,?]((|Temp >= ?O2Sat >= ?) | (O2Sat >= ? | TroponinI >= ?))"
1417,"G[?,?](BUN >= ? | (SBP <= ? -> O2Sat <= ?))"
1418,"F[?,?](pH <= ? & Temp >= ?)"
1419,"G[?,?](WBC >= ? | (O2Sat <= ? -> O2Sat <= ?))"
1420,"G[?,?]((|SBP >= ?SBP <= ?) | (Platelets <= ? -> MAP <= ?))"
1421,"G[?,?](pH >= ? | DBP >= ?)"
1422,"G[?,?]((->Hgb >= ?SBP <= ?) | PTT >= ?)"
1423,"G[?,?]((->Lactate <= ?O2Sat <= ?) | Resp >= ?)"
1424,"G[?,?](MAP <= ? | PTT <= ?)"
1425,"G[?,?](Phosphate >= ? | (O2Sat <= ? -> MAP <= ?))"
1426,"F[?,?](HCO3 >= ? & HCO3 >= ?)"
1427,"G[?,?]((|O2Sat >= ?SBP <= ?) | Calcium <= ?)"
1428,"G[?,?](Lactate <= ? | BaseExcess >= ?)"
1429,"G[?,?]((|O2Sat >= ?Temp <= ?) | BaseExcess >= ?)"
1430,"G[?,?]((&O2Sat >= ?HR <= ?) | (O2Sat >= ? -> SBP <= ?))"
1431,"G[?,?]((->HR <= ?Temp >= ?) | (Temp >= ? -> SBP <= ?))"
1432,"G[?,?]((->SBP <= ?HR >= ?) | Bilirubin_direct <= ?)"
1433,"G[?,?]((->HR <= ?Temp <= ?) | MAP <= ?)"
1434,"G[?,?](Chloride <= ? | (MAP <= ? | Temp <= ?))"
1435,"G[?,?](Temp <= ? | BaseExcess >= ?)"
1436,"G[?,?]((|Temp >= ?WBC <= ?) | EtCO2 <= ?)"
1437,"G[?,?]((->O2Sat >= ?HR <= ?) | Potassium <= ?)"
1438,"G[?,?]((->O2Sat >= ?HR <= ?) | (SBP >= ? -> O2Sat <= ?))"
1439,"G[?,?]((->O2Sat >= ?SBP <= ?) | Magnesium <= ?)"
1440,"G[?,?]((|SBP <= ?Temp <= ?) | (Platelets <= ? -> Temp <= ?))"
1441,"G[?,?]((|Temp <= ?HR <= ?) | Hct >= ?)"
1442,"G[?,?]((|SBP >= ?SBP >= ?) | (O2Sat <= ? -> O2Sat <= ?))"
1443,"G[?,?]((|HR <= ?HR <= ?) | (SBP <= ? | TroponinI >= ?))"
1444,"G[?,?]((->HR <= ?HR >= ?) | (Temp <= ? -> MAP <= ?))"
1445,"G[?,?]((|Temp >= ?O2Sat >= ?) | (HR >= ? | TroponinI >= ?))"
1446,"G[?,?]((&Temp >= ?O2Sat <= ?) -> O2Sat >= ?)"
1447,"G[?,?]((->Temp <= ?SBP <= ?) | (HR <= ? | HR >= ?))"
1448,"G[?,?]((|Temp >= ?MAP >= ?) | (SBP >= ? -> O2Sat >= ?))"
1449,"G[?,?](Alkalinephos <= ? | (Temp <= ? & O2Sat <= ?))"
1450,"G[?,?]((->O2Sat >= ?HR >= ?) | Calcium >= ?)"
1451,"G[?,?]((|SBP >= ?SBP <= ?) | Temp <= ?)"
1452,"G[?,?](Bilirubin_direct >= ? | Hct <= ?)"
1453,"G[?,?]((->Temp >= ?SBP >= ?) | (Temp <= ? -> O2Sat <= ?))"
1454,"G[?,?]((|pH <= ?HR >= ?) | (O2Sat <= ? -> SBP <= ?))"
1455,"G[?,?](WBC <= ? -> PaCO2 >= ?)"
1456,"F[?,?](SaO2 >= ? & DBP >= ?)"
1457,"G[?,?]((&Lactate <= ?O2Sat >= ?) | (Temp >= ? -> MAP <= ?))"
1458,"G[?,?]((|HR <= ?Temp >= ?) | (Temp <= ? & Temp <= ?))"
1459,"G[?,?]((|O2Sat >= ?HR >= ?) | (SBP <= ? -> Temp <= ?))"
1460,"G[?,?]((->HR <= ?HR >= ?) | (O2Sat >= ? -> SBP >= ?))"
1461,"G[?,?](AST <= ? | (HR >= ? | TroponinI >= ?))"
1462,"G[?,?]((->Hgb >= ?O2Sat <= ?) | MAP >= ?)"
1463,"G[?,?](PaCO2 >= ? | (HR >= ? | TroponinI >= ?))"
1464,"G[?,?]((->O2Sat >= ?HR >= ?) | WBC >= ?)"
1465,"G[?,?]((->O2Sat >= ?HR >= ?) | (O2Sat >= ? -> O2Sat <= ?))"
1466,"G[?,?]((->Hgb >= ?Temp <= ?) | (SBP >= ? -> O2Sat <= ?))"
1467,"G[?,?](Calcium >= ? -> Resp >= ?)"
1468,"G[?,?](Calcium >= ? -> Fibrinogen >= ?)"
1469,"G[?,?](SBP <= ? | (O2Sat >= ? -> Temp <= ?))"
1470,"G[?,?]((|Temp >= ?Temp <= ?) | (AST >= ? -> HR <= ?))"
1471,"G[?,?]((&O2Sat >= ?HR <= ?) | (SBP <= ? | TroponinI >= ?))"
1472,"G[?,?]((|HR <= ?WBC <= ?) | O2Sat >= ?)"
1473,"G[?,?](WBC <= ? -> Hct >= ?)"
1474,"F[?,?](Temp >= ? & O2Sat >= ?)"
1475,"G[?,?](Creatinine >= ? | DBP >= ?)"
1476,"G[?,?]((|SBP >= ?HR >= ?) | (HR >= ? | HR <= ?))"
1477,"G[?,?]((->Hgb >= ?Temp <= ?) | (O2Sat >= ? -> HR <= ?))"
1478,"G[?,?]((|O2Sat >= ?WBC <= ?) | Bilirubin_total >= ?)"
1479,"G[?,?](PTT <= ? -> Resp >= ?)"
1480,"G[?,?]((|O2Sat >= ?HR <= ?) | Bilirubin_total >= ?)"
1481,"G[?,?](Hgb >= ? | (SBP >= ? -> Temp <= ?))"
1482,"G[?,?]((|SBP >= ?WBC <= ?) | (SBP <= ? | HR >= ?))"
1483,"G[?,?]((|Temp >= ?MAP >= ?) | (AST >= ? -> SBP >= ?))"
1484,"G[?,?](Alkalinephos <= ? | (Temp <= ? -> O2Sat >= ?))"
1485,"G[?,?](WBC >= ? | SaO2 >= ?)"
1486,"G[?,?](Potassium <= ? | BUN <= ?)"
1487,"G[?,?]((->O2Sat <= ?HR >= ?) | (SBP <= ? -> O2Sat <= ?))"
1488,"G[?,?](Bilirubin_direct <= ? | (SBP >= ? -> MAP <= ?))"
1489,"G[?,?]((|HR <= ?O2Sat >= ?) | (HR <= ? & O2Sat <= ?))"
1490,"G[?,?]((->Lactate <= ?Temp <= ?) | EtCO2 >= ?)"
1491,"G[?,?]((|O2Sat >= ?SBP <= ?) | (O2Sat <= ? -> O2Sat <= ?))"
1492,"(AST >= ?) U[?,?] (Alkalinephos >= ?)"
1493,"G[?,?](Creatinine <= ? & Calcium <= ?)"
1494,"G[?,?]((|Temp >= ?O2Sat >= ?) | (SBP >= ? -> MAP <= ?))"
1495,"G[?,?](FiO2 >= ? | (Temp <= ? -> SBP >= ?))"
1496,"G[?,?](Bilirubin_direct >= ? | (Platelets <= ? -> MAP <= ?))"
1497,"G[?,?]((|HR <= ?HR <= ?) | (HR <= ? | TroponinI >= ?))"
1498,"G[?,?]((&Potassium >= ?Temp >= ?) -> BUN <= ?)"
1499,"G[?,?](PTT >= ? | (O2Sat >= ? -> SBP <= ?))"
1500,"G[?,?](Chloride >= ? | pH >= ?)"
1501,"G[?,?]((&SBP <= ?HR <= ?) | Potassium >= ?)"
1502,"G[?,?](BaseExcess >= ? | (Lactate <= ? & Temp <= ?))"
1503,"G[?,?](DBP >= ? -> Phosphate <= ?)"
1504,"G[?,?]((|HR <= ?SBP >= ?) | (AST >= ? -> MAP <= ?))"
1505,"G[?,?](Lactate <= ? | (HR >= ? -> O2Sat >= ?))"
1506,"G[?,?](HCO3 <= ? | (O2Sat >= ? | HR >= ?))"
1507,"G[?,?]((|HR <= ?O2Sat >= ?) | (Temp <= ? -> HR <= ?))"
1508,"G[?,?](pH <= ? | Fibrinogen <= ?)"
1509,"G[?,?]((->Lactate <= ?Temp >= ?) | Fibrinogen <= ?)"
1510,"G[?,?](Fibrinogen >= ? | WBC <= ?)"
1511,"G[?,?]((->O2Sat <= ?HR <= ?) | (O2Sat >= ? | HR >= ?))"
1512,"G[?,?](Platelets <= ? | (HR <= ? & O2Sat <= ?))"
1513,"G[?,?]((->O2Sat <= ?SBP <= ?) | (SBP <= ? | Temp >= ?))"
1514,"G[?,?](MAP >= ? | FiO2 <= ?)"
1515,"G[?,?]((|pH <= ?HR <= ?) | (Temp <= ? -> O2Sat <= ?))"
1516,"G[?,?](BaseExcess >= ? & MAP >= ?)"
1517,"G[?,?]((|pH <= ?SBP <= ?) | WBC <= ?)"
1518,"F[?,?](FiO2 <= ? & BaseExcess >= ?)"
1519,"G[?,?](PaCO2 >= ? | (O2Sat >= ? | Temp >= ?))"
1520,"G[?,?]((|Temp >= ?SBP >= ?) | SBP >= ?)"
1521,"G[?,?]((&Temp >= ?O2Sat <= ?) -> (O2Sat <= ? & Temp >= ?))"
1522,"G[?,?](PaCO2 >= ? | (HR <= ? & O2Sat <= ?))"
1523,"G[?,?]((&O2Sat >= ?O2Sat >= ?) | Magnesium >= ?)"
1524,"G[?,?]((|SBP <= ?HR >= ?) | pH >= ?)"
1525,"G[?,?]((&O2Sat <= ?O2Sat >= ?) -> (HR >= ? & O2Sat >= ?))"
1526,"G[?,?](Alkalinephos >= ? | (SBP <= ? | HR >= ?))"
1527,"G[?,?]((|Temp <= ?Temp <= ?) | (O2Sat >= ? & O2Sat <= ?))"
1528,"G[?,?](Chloride <= ? | (HR <= ? | TroponinI >= ?))"
1529,"G[?,?](PTT >= ? | (HR >= ? | TroponinI >= ?))"
1530,"G[?,?]((|HR <= ?SBP >= ?) | (HR <= ? | HR >= ?))"
1531,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | Glucose <= ?)"
1532,"G[?,?](Resp <= ? | (O2Sat >= ? -> MAP <= ?))"
1533,"G[?,?](SaO2 <= ? | (Lactate <= ? & Temp >= ?))"
1534,"G[?,?]((|HR <= ?SBP >= ?) | (HR >= ? -> HR <= ?))"
1535,"G[?,?]((->Hgb >= ?Temp <= ?) | (SBP <= ? -> O2Sat >= ?))"
1536,"G[?,?](SBP <= ? | (Platelets <= ? -> MAP <= ?))"
1537,"G[?,?]((|Temp >= ?HR >= ?) | (HR <= ? | TroponinI >= ?))"
1538,"G[?,?](TroponinI <= ? | Chloride <= ?)"
1539,"G[?,?](DBP <= ? | (O2Sat >= ? | TroponinI >= ?))"
1540,"G[?,?]((->Temp >= ?Temp <= ?) | (O2Sat >= ? -> MAP <= ?))"
